date,keywords,count
2014,delta o-18,18
2014,southern india,18
2014,indian summer monsoon,18
2014,deglaciation,18
2014,termination 1a,17
2014,adelie penguin,17
2014,omithogenic soil,17
2014,stable isotope,17
2014,paleoenvironment,17
2014,el nino,17
2014,co2,17
2014,global warming,17
2014,stock growth uncertainty,17
2014,european sardine fishery,17
2014,transitional dynamics,17
2014,complex networks,17
2014,critical transitions,16
2014,early-warning signals,16
2014,ocean circulation,16
2014,bifurcation,16
2014,intergovernmental panel on climate change (ipcc),16
2014,greenhouse gases,16
2014,terrestrial and oceanic carbon sinks,16
2014,climate-carbon cycle feedbacks,16
2014,climate warming,16
2014,uncertainty quantification,16
2014,atlantic circulation,16
2014,pleistocene,16
2014,benthic c-13,16
2014,indian monsoon,16
2014,arabian sea,15
2014,xrf,15
2014,dansgaard-oeschger oscillations,15
2014,heinrich events,15
2014,sediment transport,15
2014,climate sensitivity,15
2014,climate modeling,15
2014,ocean heat content,15
2014,coastal wetlands,15
2014,diversity-complexity relationship,15
2014,great lakes,15
2014,habitat heterogeneity,14
2014,habitat structure,14
2014,space-size heterogeneity,14
2014,structural complexity,14
2014,bedrock rivers,14
2014,fluvial geomorphology,14
2014,exorheic,14
2014,endorheic,14
2014,morphotectonic indices,14
2014,evolutionary potential,14
2014,adaptation,14
2014,quantitative genetics,14
2014,experimental evolution,14
2014,atmospheric co2,14
2014,cretaceous,14
2014,stomata index,14
2014,paleosol,14
2014,geochemical model,14
2014,greenhouse climate,14
2014,carbon dioxide removal,14
2014,carbon cycle modeling,14
2014,wind speeds,14
2014,regional,14
2014,downscaling,14
2014,chnoospora implexa,13
2014,coral reef,13
2014,macroalgae,13
2014,nutrient enrichment,13
2014,season,13
2014,temperature,13
2014,conrad rise,13
2014,southern ocean,13
2014,antarctic circumpolar current,13
2014,sediment wave,13
2014,multi-channel seismic reflection,13
2014,maldives,13
2014,atoll lagoon,13
2014,tsunami,13
2014,storm,13
2014,event,13
2014,equatorial indian ocean,13
2014,palaeoproductivity,13
2014,biomarkers,13
2014,last glacial maximum,13
2014,westerly jets,13
2014,acclimatization,13
2014,productivity,12
2014,respiration,12
2014,saccorhiza polyschides,12
2014,laminaria ochroleuca,12
2014,marine organisms,12
2014,ocean warming,12
2014,temperature stress,12
2014,significant wave height,12
2014,maximum wave height,12
2014,ship-borne wave recorder,12
2014,norwegian sea,12
2014,thermal tolerance limits,12
2014,early life stages,12
2014,squid,12
2014,lake qinghai,12
2014,asian monsoon,12
2014,geochemistry,12
2014,abrupt deglaciation,12
2014,nam co,12
2014,paleohydrology,12
2014,paleoclimate,12
2014,indian ocean summer monsoon,12
2014,numerical modeling,12
2014,copper river,12
2014,river plume,12
2014,gulf of alaska,12
2014,offshore/alongshore transport,12
2014,asian summer monsoon,12
2014,coupled climate model,12
2014,orbital forcing,12
2014,arctic ocean,11
2014,gateway,11
2014,pliocene,11
2014,uplift,11
2014,northern hemisphere glaciation,11
2014,indo-pacific,11
2014,eastern equatorial pacific,11
2014,delta o-18 of seawater,11
2014,heat transport,11
2014,marine climatology,11
2014,atmospheric reanalysis,11
2014,surface humidity,11
2014,air-sea interaction,11
2014,observations,11
2014,specific humidity,11
2014,arctic,11
2014,arctic oscillation,11
2014,atmosphere-ocean interaction,11
2014,ocean dynamics,11
2014,satellite observations,11
2014,antarctic oscillation,11
2014,heating,11
2014,meridional overturning circulation,11
2014,energy transport,11
2014,inertia-gravity waves,11
2014,wind stress,11
2014,ekman pumping,11
2014,marine boundary layer,11
2014,mesoscale models,11
2014,spectral analysis,11
2014,models,11
2014,distribution,11
2014,time series,11
2014,anomalies,11
2014,climate variability,11
2014,multidecadal variability,11
2014,cloud radiative effects,11
2014,energy budget,11
2014,balance,11
2014,feedback,11
2014,radiative forcing,11
2014,climate models,11
2014,time-varying gravity,10
2014,grace,10
2014,k-band ranging,10
2014,goce,10
2014,satellite-to-satellite tracking,10
2014,gradiometry,10
2014,hurricane,10
2014,north atlantic oscillation (nao) and northern annular mode (nam),10
2014,atlantic multidecadal oscillation (amo) and variability (amv),10
2014,major stratospheric warming (msw) and stratosphere-troposphere coupling,10
2014,ocean-atmosphere interaction,10
2014,tropical-extratropical teleconnections,10
2014,multidecadal nao and nam trends and variability,10
2014,tropical cyclones,10
2014,cmip5,10
2014,ec-earth,10
2014,regional climate,10
2014,coupled model,10
2014,ccsm3,10
2014,rsm,10
2014,roms,10
2014,tropical indian ocean,10
2014,climate shift,10
2014,rossby waves,10
2014,thermocline-sst coupling,10
2014,gcm,10
2014,ocean,10
2014,emulators,10
2014,cmip3,10
2014,multi-model,10
2014,uncertainty,10
2014,mediterranean outflow water,10
2014,mediterranean salinity,10
2014,north atlantic circulation,10
2014,north atlantic climate,10
2014,atlantic meridional ocean circulation (amoc),10
2014,north atlantic deep water (nadw),10
2014,tropospheric warming,10
2014,climate feedback,10
2014,spatial pattern,10
2014,convective process,10
2014,climate feedback-response analysis method,10
2014,arctic warming,10
2014,general circulation model,10
2014,sea-ice,10
2014,melting,10
2014,surface heat flux,10
2014,ao,10
2014,atmospheric circulation,10
2014,atmospheric heating,10
2014,sst,9
2014,circulation effect,9
2014,precipitation delta o-18,9
2014,enso cycle,9
2014,trade wind,9
2014,monsoon regions of china,9
2014,calcification,9
2014,sea urchin,9
2014,sea ice,9
2014,modelling,9
2014,sensitivity,9
2014,coupling,9
2014,antarctic,9
2014,clouds,9
2014,albedo,9
2014,shortwave radiation,9
2014,general circulation models,9
2014,hadley circulation,9
2014,la nina,9
2014,spring season,9
2014,drought,9
2014,pacific decadal oscillation,9
2014,tropical variability,9
2014,north atlantic oscillation,9
2014,antarctica,9
2014,teleconnections,9
2014,climate records,9
2014,interannual variability,9
2014,nutricline,9
2014,tex86h,9
2014,u-37 '(k),9
2014,the eastern pacific warm pool,9
2014,glacial-interglacial cycles,9
2014,cloud microphysics,9
2014,cloud retrieval,9
2014,cloud water,9
2014,phase,9
2014,cloud parameterizations,9
2014,model evaluation,9
2014,performance,9
2014,forecast verification,9
2014,skill,9
2014,hindcasts,9
2014,ensembles,9
2014,numerical weather prediction,9
2014,forecasting,9
2014,extreme events,9
2014,baltic sea,9
2014,ecosystem approach to management,9
2014,baltic sea action plan,9
2014,eutrophication,9
2014,multi-model ensemble approach,9
2014,kattegat,9
2014,zooplankton,9
2014,seasonal variability,9
2014,surface layer,9
2014,vertical migration,9
2014,coccolithophores,9
2014,climate,9
2014,floristic region,9
2014,geology,9
2014,haplophyllum,9
2014,historical biogeography,9
2014,irano-turanian,8
2014,mediterranean,8
2014,migration,8
2014,xerophytes,8
2014,phytoplankton phenology,8
2014,ocean colour,8
2014,remote sensing,8
2014,scale changing,8
2014,ecological provinces,8
2014,arctic fisheries,8
2014,arctic fishes,8
2014,bycatch,8
2014,conservation actions,8
2014,zoogeography,8
2014,jurassic-cretaceous boundary,8
2014,extinctions,8
2014,marine reptiles,8
2014,plesiosauria,8
2014,disparity,8
2014,phylogeny,8
2014,aim,8
2014,gcam,8
2014,image,8
2014,integrated assessment models,8
2014,land-cover projections,8
2014,land-use projections,8
2014,message,8
2014,scenarios,8
2014,biodiversity hotspots,8
2014,endemic-area relationship,8
2014,endemic species,8
2014,islands,8
2014,sea temperature,8
2014,statistical analysis,8
2014,arctic area,8
2014,sea ice extent,8
2014,sea level pressure,8
2014,barents sea,8
2014,polar climate,8
2014,monsoon rainfall,8
2014,cfsv2,8
2014,cfsv1,8
2014,monsoon indices,8
2014,prediction,8
2014,carbonate platform,8
2014,basin hydrology,8
2014,eogenetic karst,8
2014,upper floridan aquifer,8
2014,coral reefs,8
2014,carbonate chemistry,8
2014,diversity,8
2014,palau,8
2014,biogenic sinking particle,8
2014,decadal climate change,8
2014,north pacific,8
2014,rainfall,8
2014,tropics,8
2014,climate feedbacks,8
2014,jet,8
2014,allowable co2 emission,8
2014,nitrogen and phosphorous limitation,8
2014,carbon cycle,8
2014,geoengeneering,8
2014,arctic sea ice,8
2014,arctic atmosphere,8
2014,northeast china,8
2014,summer temperature,8
2014,snow cover,8
2014,soil moisture,8
2014,snow-hydrological effect,8
2014,interdecadal change,8
2014,carbon dioxide,8
2014,ph,8
2014,habitat quality,8
2014,reef structural complexity,8
2014,scleractinian coral cover,8
2014,reef-associated macroinvertebrate fauna,8
2014,dmsp lyase dddq,8
2014,dmsp lyase structure,8
2014,dms generation,8
2014,dmsp cleavage mechanism,8
2014,marine bacteria,8
2014,co2 dynamics,8
2014,carbonate system,8
2014,saturation states,8
2014,great barrier reef,7
2014,air-sea co2 flux,7
2014,enso amplitude,7
2014,bjerknes feedback,7
2014,amazonia,7
2014,atlantic,7
2014,precipitation,7
2014,freshening,7
2014,hosing,7
2014,carbon,7
2014,phenotypic variation,7
2014,broadcast spawning,7
2014,serpulidae,7
2014,galeolaria caespitosa,7
2014,slovenian corridor,7
2014,calcareous nannoplankton,7
2014,diatoms,7
2014,pereiraea gervaisi,7
2014,expert elicitation,7
2014,survey,7
2014,ipcc,7
2014,heinrich layers,7
2014,iceberg modelling,7
2014,plio-pleistocene transition,7
2014,benguela upwelling,7
2014,export productivity,7
2014,"""el nino""-like",7
2014,indonesian seaway,7
2014,emergy evaluation,7
2014,biologically active elements,7
2014,nitrogen,7
2014,phosphorus,7
2014,sulfur,7
2014,fishing,7
2014,reef-fish,7
2014,phase shift,7
2014,resilience,7
2014,herbivory,7
2014,macroalgae and turf algae,7
2014,nd isotopes,7
2014,intermediate/deep-water circulations,7
2014,south china sea,7
2014,autocatalytic cell death,7
2014,cell permeability,7
2014,doc,7
2014,exopolymer,7
2014,exudation,7
2014,microbial foodwebs,7
2014,per,7
2014,phytoplankton physiology,7
2014,programmed cell death,7
2014,tep,7
2014,transparent exopolymer particles,7
2014,coastal zone management,7
2014,environmental governance,7
2014,knowledge,7
2014,nature,7
2014,participation,7
2014,power,7
2014,mauritius,7
2014,food security,7
2014,weather risk management,7
2014,food production,7
2014,weather metrics,7
2014,scleractinia,7
2014,virgin islands,7
2014,ecology,7
2014,community,7
2014,disturbances,7
2014,long-term changes,7
2014,predation,7
2014,shell strength,7
2014,shell growth,7
2014,blackspot seabream,7
2014,fisheries collapse,7
2014,oceanography,7
2014,strait of gibraltar,7
2014,mediterranean sean,7
2014,tide,7
2014,thermohaline circulation,7
2014,water flow,7
2014,hydrographic changes,7
2014,multi-decadal modulations,7
2014,ais,7
2014,breeding success,7
2014,environmental change,7
2014,food limitation,7
2014,phalacrocorax [atriceps] melanogenis,7
2014,population decrease,7
2014,pygoscelis papua,7
2014,seabirds,7
2014,offshore,7
2014,tanzanian shelf,6
2014,correlation,6
2014,decomposition,6
2014,detrending,6
2014,periodogram,6
2014,icelandic,6
2014,ostracoda,6
2014,shelf-edge,6
2014,lower-bathyal,6
2014,iceage,6
2014,biogeography,6
2014,saharan mineral dust,6
2014,itcz,6
2014,west africa,6
2014,centres of action,6
2014,sequence stratigraphy,6
2014,sea-level changes,6
2014,limno-eustasy,6
2014,mesozoic,6
2014,eustasy,6
2014,sea surface temperatures,6
2014,wrf-arw simulations,6
2014,ocean surface fluxes,6
2014,sensitivity experiments,6
2014,quantitative precipitation estimation,6
2014,adaptive capacity,6
2014,alternative livelihoods,6
2014,coastal communities,6
2014,fisheries management,6
2014,marine protected areas,6
2014,social resilience,6
2014,thailand,6
2014,copepod,6
2014,acartia bifilosa,6
2014,ambient ph,6
2014,reproduction,6
2014,egg production,6
2014,egg hatching,6
2014,nauplii development,6
2014,zhizo,6
2014,greater mapungubwe landscape,6
2014,indian ocean trade network,6
2014,elephants,6
2014,regional climate model,6
2014,remo,6
2014,antarctic peninsula,6
2014,palaeoclimate,6
2014,marine,6
2014,isotopes,6
2014,orbicella,6
2014,montastraea,6
2014,symbiodinium,6
2014,genetics,6
2014,long-term,6
2014,reef islands,6
2014,sea-level rise,6
2014,shoreline change,6
2014,sapodilla cays,6
2014,belize,6
2014,biotic indices,6
2014,chesapeake bay,6
2014,nutrients,6
2014,river-estuary continuum,6
2014,urbanisation,6
2014,flood,6
2014,indian ocean,6
2014,numerical modelling,6
2014,oceans governance,6
2014,environment and development,6
2014,ocean health,6
2014,long-term monitoring,6
2014,population,6
2014,sampling methodology,6
2014,subantarctic,6
2014,waveguides,6
2014,stationary kinetic energy,6
2014,stationary wave-number,6
2014,zonal wind,6
2014,stationary rossby wave propagation,6
2014,ocean-atmosphere general-circulation models,6
2014,warming scenario,6
2014,surface pco(2),6
2014,ocean co2 sinks,6
2014,earth system models,6
2014,cmip5 projections,6
2014,ocean biogeochemistry,6
2014,antarctic glaciology,6
2014,ice and climate,6
2014,ice core,6
2014,snow,6
2014,plankton,6
2014,uvbr,6
2014,ozone hole,6
2014,increased temperature,6
2014,patagonia,6
2014,circulation,6
2014,dynamics,6
2014,thermocline circulation,6
2014,models and modeling,6
2014,coupled models,6
2014,ocean models,6
2014,atm,6
2014,ocean structure,6
2014,phenomena,6
2014,gyres,6
2014,wind,6
2014,physical meteorology and climatology,6
2014,climate classification,6
2014,regimes,6
2014,geographic location,6
2014,entity,6
2014,diapycnal mixing,6
2014,freshwater,6
2014,tides,6
2014,observational techniques and algorithms,6
2014,in situ oceanic observations,6
2014,aerosol indirect effects,6
2014,climate modelling,6
2014,aerosol microphysics,6
2014,parameterization,6
2014,cloud parameterization,6
2014,geoengineering,6
2014,trophic control,6
2014,seasonal patterns,6
2014,sea-surface temperature,6
2014,top-down,6
2014,bottom up,6
2014,generalized additive models,6
2014,abrupt ecosystem shift,6
2014,multiscale split moving window,6
2014,boundary analysis,6
2014,decadal predictions,6
2014,probabilistic forecasts,6
2014,verification,6
2014,extra-tropical cyclones,6
2014,miklip,6
2014,amo,6
2014,polar vortex,6
2014,abrupt climate change,6
2014,acc,6
2014,corals,6
2014,acclimation,6
2014,small pelagic fish,6
2014,fish distribution,6
2014,fishery,6
2014,home range,6
2014,catch per unit effort,6
2014,cpue,6
2014,aerial rivers,6
2014,low-level jets,6
2014,land-atmosphere feedbacks,6
2014,biotic pump,6
2014,spatial weather generator,6
2014,regional hydrology,6
2014,runoff distribution,6
2014,empirical model,6
2014,global climate model,6
2014,reanalysis data,6
2014,solar radiation,6
2014,evapotranspiration,6
2014,land use,6
2014,regional analysis,6
2014,streamflow,6
2014,surface water,6
2014,water resources,6
2014,united states,6
2014,runoff,6
2014,climatic changes,6
2014,common fishery policy,6
2014,ecological footprint,6
2014,ecosystem approach to fisheries,6
2014,fisheries,6
2014,global change,6
2014,good ecological status,6
2014,polar,6
2014,marine microbial eukaryotes,6
2014,protists,6
2014,water masses,6
2014,subsurface chlorophyll maxima,6
2014,high throughput sequencing,6
2014,rhizaria,6
2014,tintinnina.,6
2014,eolian dust,6
2014,clay mineral,6
2014,provenance,6
2014,parece vela basin,6
2014,pyrolysis,6
2014,bioenergy,6
2014,biochar,6
2014,greenhouse gases emissions,6
2014,taiwan set-aside land,6
2014,soil amendment,6
2014,evolutionary theory,6
2014,life-history evolution,6
2014,phenotypic plasticity,6
2014,genetic diversity,6
2014,phenotypic buffering,6
2014,physiological tolerance,6
2014,selection,6
2014,abyssal zone,6
2014,sea of japan,6
2014,benthic invertebrates,6
2014,feeding,6
2014,stable isotopes,6
2014,fatty acids,6
2014,arabian gulf,6
2014,coral settlement,6
2014,larval supply,6
2014,non-stationary,5
2014,seabird,5
2014,california current,5
2014,reproductive success,5
2014,ocean conditions,5
2014,sliding correlation,5
2014,chinook salmon,5
2014,diet diversity,5
2014,diet composition,5
2014,seasonal variation,5
2014,decadal variation,5
2014,prey availability,5
2014,transient regional response,5
2014,pattern scaling,5
2014,energy balance model,5
2014,ocean heat uptake,5
2014,arctic glaciology,5
2014,atmosphere/ice/ocean interactions,5
2014,ostracodes,5
2014,extinction,5
2014,eocene-oligocene transition,5
2014,yazoo formation,5
2014,jacksonian,5
2014,gulf coastal plain,5
2014,dinoflagellate cysts,5
2014,hudson bay,5
2014,sediment,5
2014,biogenic silica,5
2014,lignin,5
2014,maxent,5
2014,species distribution models,5
2014,cold-water corals,5
2014,management,5
2014,conservation,5
2014,lophelia pertusa,5
2014,deep-sea coral,5
2014,growth,5
2014,mingulay reef complex,5
2014,proxy,5
2014,cold-water coral,5
2014,radiocarbon,5
2014,drake passage,5
2014,coral biogeography,5
2014,bay of bengal,5
2014,dynamical response,5
2014,inertial oscillation,5
2014,upwelling,5
2014,vertical mixing,5
2014,climate projections,5
2014,vertical land motion,5
2014,tide gauge,5
2014,global positioning system,5
2014,central pacific ocean,5
2014,hht,5
2014,eemd,5
2014,kuroshio extension,5
2014,ecosystem,5
2014,decadal oscillation,5
2014,spring bloom,5
2014,sea-level variability,5
2014,coast of japan,5
2014,kuroshio,5
2014,rossby wave,5
2014,decadal,5
2014,acidification,5
2014,calcium carbonate saturation state,5
2014,modeling,5
2014,primary production,5
2014,larsen,5
2014,polynya,5
2014,phytoplankton,5
2014,antarctic icebergs,5
2014,heat waves,5
2014,bivariate extreme value analysis,5
2014,health risk,5
2014,florida,5
2014,two types of el nino,5
2014,conventional el nino,5
2014,enso diversity,5
2014,deep-sea biodiversity,5
2014,economic value,5
2014,choice experiment,5
2014,option value,5
2014,existence value,5
2014,natural capital index,5
2014,composite biodiversity indicator,5
2014,european forest ecosystem services,5
2014,simultaneous equation modeling,5
2014,3sls,5
2014,nature-based policy for climate change mitigation,5
2014,numerical simulation,5
2014,tropical paleoclimate,5
2014,east africa,5
2014,compound specific hydrogen isotopes,5
2014,african humid period,5
2014,holocene paleoclimate,5
2014,air mass trajectories,5
2014,congo air boundary,5
2014,aeolian dust,5
2014,monsoon,5
2014,end-member modelling,5
2014,grain size,5
2014,xrf scan,5
2014,zr/fe,5
2014,ti/ca,5
2014,polar synchronization,5
2014,climate synchronization,5
2014,non-linear oscillator,5
2014,non-linear coupling,5
2014,coastal-zone variability,5
2014,organismal perspective,5
2014,carbonate weather,5
2014,carbonate climate,5
2014,epizootics,5
2014,mass mortalities,5
2014,health,5
2014,oceans,5
2014,madagascar,5
2014,litchi chinensis,5
2014,production data,5
2014,production structure,5
2014,exports,5
2014,modes of transport,5
2014,regulations,5
2014,quality control,5
2014,calanus,5
2014,habitat model,5
2014,global climate change,5
2014,sea-level trend,5
2014,tidal gauge data series,5
2014,altimetry data series,5
2014,ushuaia bay,5
2014,argentina,5
2014,jurassic,5
2014,carbon isotopes,5
2014,chemostratigraphy,5
2014,calcareous nannofossils,5
2014,t-oae,5
2014,prince edward islands,5
2014,subantarctic front,5
2014,alternate stable states,5
2014,marine reserves,5
2014,phase shifts,5
2014,community size structure,5
2014,temperature effect,5
2014,variance partitioning,5
2014,aic,5
2014,macroecology,5
2014,under-ice bloom,5
2014,sea ice melt,5
2014,transmitted par,5
2014,grazers,5
2014,turf-forming algae,5
2014,classification and regression tree,5
2014,diet shift,5
2014,eastern pacific,5
2014,food web,5
2014,predator-prey interaction,5
2014,trophic ecology,5
2014,tuna,5
2014,lipid biomarker,5
2014,delta d,5
2014,delta c-13,5
2014,paleovegetation,5
2014,south africa,5
2014,canadian arctic,5
2014,mercury,5
2014,northwest passage,5
2014,sediments,5
2014,toxicity,5
2014,kalman filter,5
2014,mirounga leonina,5
2014,population consequences of disturbance,5
2014,state-space model,5
2014,telemetry data,5
2014,sockeye salmon,5
2014,behaviour,5
2014,physiology,5
2014,oceano-graphy,5
2014,thermal logger,5
2014,telemetry,5
2014,global ocean,5
2014,wave energy resources,5
2014,effective significant wave height,5
2014,wave energy storage,5
2014,grade division,5
2014,climate downscaling,5
2014,initial and forcing fields,5
2014,ocean circulation model,5
2014,british columbia ocean circulation model,5
2014,downwelling,5
2014,eddies,5
2014,estuarine flow,5
2014,buoyancy currents,5
2014,california current system,5
2014,complementarity,5
2014,ecosystem function,5
2014,facilitation,5
2014,marine ecosystem,5
2014,niche,5
2014,numerical model,5
2014,nutrient uptake,5
2014,primary productivity,5
2014,calcification rate,5
2014,mussel,5
2014,intertidal,5
2014,king george island,5
2014,diseases,5
2014,future,5
2014,horizon scan,5
2014,priority setting,5
2014,shipping,5
2014,wind power,5
2014,flettner rotor,5
2014,kite,5
2014,extratropical cyclones,5
2014,stratospheric ozone,5
2014,southern hemisphere,5
2014,albatross,5
2014,animal tracking,5
2014,argos tracking,5
2014,diving,5
2014,fatty acid analysis,5
2014,levy flight,5
2014,marine mammals,5
2014,satellite telemetry,5
2014,connectivity,5
2014,international whaling commission,5
2014,asynchrony,5
2014,iucn status,5
2014,rhincodon typus,5
2014,temporal trends,5
2014,tuna purse-seine fisheries,5
2014,wave action,5
2014,barrier island,5
2014,morphodynamic model,5
2014,sea level scenarios,5
2014,regional sea level rise,5
2014,finnish coast,5
2014,north atlantic,5
2014,large-scale hydro-climatic indices,5
2014,chlorophyll-a,5
2014,portuguese coast,5
2014,climate scenarios,5
2014,glacier fronts,5
2014,foraging hotspots,5
2014,metabolic balance,5
2014,temperature response,5
2014,ingestion,5
2014,calanus glacialis,5
2014,fossil,5
2014,early miocene,5
2014,community structure,5
2014,decapod,5
2014,assemblage,5
2014,geochemical proxies,5
2014,spectral cycles,5
2014,forcing mechanism,5
2014,last deglaciation,5
2014,western mediterranean,5
2014,biogenic opal,5
2014,paleoproductivity,5
2014,mid-pleistocene transition,5
2014,orbital cycles,5
2014,bering sea,5
2014,subarctic north pacific,5
2014,uncertainty analysis,5
2014,snowy plover,5
2014,land cover,5
2014,abyssal circulation,5
2014,buoyancy,5
2014,sea level,5
2014,surface temperature,5
2014,north atlantic ocean,5
2014,africa,5
2014,anthropogenic effects,5
2014,ozone,5
2014,trends,5
2014,subtropics,5
2014,cloud forcing,5
2014,radiative fluxes,5
2014,longwave radiation,5
2014,phenology,5
2014,plant-insect interaction,5
2014,tropical rain forest,5
2014,south asian summer monsoon,5
2014,irrigation,5
2014,latent heating,5
2014,monsoon intensity,5
2014,asian-australian monsoon,5
2014,future change,5
2014,multi-model mean,5
2014,interannual variation,5
2014,enso-monsoon relationship,5
2014,biological feedback,5
2014,chlorophyll,5
2014,tropical-temperate trough,5
2014,southern africa,5
2014,convection scheme,5
2014,coastal precipitation,5
2014,regional modelling,5
2014,ice thickness,5
2014,numerical analysis,5
2014,wind effects,5
2014,coastlines,5
2014,intraseasonal variability,5
2014,statistics,5
2014,atmosphere-land interaction,4
2014,boreal meteorology,4
2014,vegetation-atmosphere interactions,4
2014,ocean waves,4
2014,wave modeling,4
2014,benthic communities,4
2014,ocean modelling,4
2014,model validation,4
2014,impact mapping,4
2014,climate science,4
2014,fossil fuels,4
2014,responsibility,4
2014,geochemical,4
2014,heavy metals,4
2014,acid-volatile sulfides,4
2014,domestic wastewater,4
2014,pacific island,4
2014,principal component analysis,4
2014,space borne observations,4
2014,satellite data,4
2014,biodiversity surrogates,4
2014,coastal habitats,4
2014,pelagic habitats,4
2014,habitat mapping,4
2014,fisheries remote sensing,4
2014,monitoring systems,4
2014,ocean winds,4
2014,radar,4
2014,rain,4
2014,scatterometery,4
2014,baffin bay,4
2014,ice stream,4
2014,last glacial cycle,4
2014,sediment provenance,4
2014,x-ray diffraction,4
2014,bipolar seesaw,4
2014,millennial-scale climate change,4
2014,mis 3,4
2014,wulu cave,4
2014,east antarctic ice sheet,4
2014,last interglacial,4
2014,southern annual mode,4
2014,southern hemisphere westerlies,4
2014,statistical downscaling,4
2014,wave height,4
2014,mediterranean sea,4
2014,south pacific,4
2014,abrupt change of climate,4
2014,amoc,4
2014,deep convection,4
2014,fgoals-g2,4
2014,global monsoon precipitation,4
2014,climate model,4
2014,annual mode,4
2014,subduction rate,4
2014,mixed layer depth,4
2014,biological invasions,4
2014,climate matching,4
2014,shipping network,4
2014,vector-based analysis,4
2014,anguilla anguilla,4
2014,leptocephalus,4
2014,lagrangian model,4
2014,recruitment success,4
2014,spawning area,4
2014,asexual reproduction,4
2014,carybdeidae,4
2014,cubozoa,4
2014,east australian current,4
2014,pco(2),4
2014,statolith,4
2014,groundfish,4
2014,north pacific gyre oscillation,4
2014,north pacific ocean,4
2014,regime shift,4
2014,salmon,4
2014,atlantic salmon,4
2014,freshwater conditions,4
2014,smolt emigration,4
2014,coral bleaching,4
2014,projections,4
2014,global climate models,4
2014,top down control,4
2014,bottom up control,4
2014,copepods,4
2014,mesozooplankton,4
2014,westerly wind,4
2014,patagonian ice sheet,4
2014,glacial geomorphology,4
2014,torres del paine,4
2014,last glacial period,4
2014,paleolakes,4
2014,ouled abdoun basin,4
2014,paleocene-eocene phosphorites,4
2014,eeco,4
2014,african mammals,4
2014,biophysical modelling,4
2014,'coral triangle',4
2014,east pacific barrier,4
2014,hawaii,4
2014,larval dispersal,4
2014,tropical eastern pacific,4
2014,planktonic foraminifera,4
2014,fram strait,4
2014,multinet,4
2014,diel vertical migration,4
2014,n. pachyderma,4
2014,t. quinqueloba,4
2014,coastal marine ecosystem services,4
2014,ecosystem-based approaches,4
2014,coastal ocean observing system,4
2014,integrated ecosystem assessments,4
2014,sentinel sites,4
2014,integrated ocean governance,4
2014,erosion,4
2014,sediment tracing,4
2014,sediment yield,4
2014,brachiopods,4
2014,paleobiogeography,4
2014,mississippian,4
2014,rheic ocean,4
2014,latitudinal diversity gradient,4
2014,east asian summer monsoon,4
2014,volcanic eruption,4
2014,east asian subtropical westerly jet stream,4
2014,land-sea thermal contrast,4
2014,hiatus,4
2014,renewable energy sources,4
2014,public awareness,4
2014,socioeconomic factors,4
2014,demographic factors,4
2014,sharks,4
2014,early ontogeny,4
2014,ostreococcus tauri,4
2014,phylogeography,4
2014,crustacean,4
2014,divergence,4
2014,expansion,4
2014,mesoamerican coral reef,4
2014,increased sea temperature,4
2014,deoxygenation,4
2014,trophic web dynamics,4
2014,salt marshes,4
